,face,gender,handcode_gender,paths
274,"tensor([[[ 63,  51,  24],
         [ 55,  41,  15],
         [ 61,  50,  22],
         ...,
         [160, 200, 174],
         [159, 197, 172],
         [159, 194, 170]],

        [[ 56,  41,  15],
         [ 71,  55,  29],
         [ 63,  48,  21],
         ...,
         [160, 200, 174],
         [159, 197, 172],
         [159, 194, 170]],

        [[ 72,  56,  30],
         [ 64,  49,  21],
         [ 51,  34,   8],
         ...,
         [160, 200, 174],
         [159, 197, 172],
         [159, 194, 170]],

        ...,

        [[ 20,  21,   7],
         [ 22,  23,   9],
         [ 21,  20,   6],
         ...,
         [ 22,  18,   7],
         [ 20,  16,   5],
         [ 20,  16,   5]],

        [[ 24,  24,  12],
         [ 25,  25,  13],
         [ 25,  24,  12],
         ...,
         [ 19,  15,   5],
         [ 22,  18,   8],
         [ 21,  17,   8]],

        [[ 20,  20,  10],
         [ 22,  22,  12],
         [ 26,  24,  14],
         ...,
         [ 19,  15,   6],
         [ 21,  17,   8],
         [ 22,  18,   9]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\danj.klimaminister\pic_0.jpeg
275,"tensor([[[ 63,  28,  48],
         [ 61,  27,  47],
         [ 60,  25,  45],
         ...,
         [ 53,  46,  45],
         [ 61,  53,  52],
         [ 66,  58,  57]],

        [[ 61,  26,  46],
         [ 59,  24,  44],
         [ 59,  23,  43],
         ...,
         [ 74,  66,  64],
         [ 77,  69,  67],
         [ 78,  70,  67]],

        [[ 59,  23,  44],
         [ 56,  19,  40],
         [ 57,  20,  41],
         ...,
         [115, 107, 105],
         [110, 102,  99],
         [108, 100,  96]],

        ...,

        [[ 73,  67,  71],
         [ 67,  60,  65],
         [ 58,  52,  57],
         ...,
         [ 58,  43,  48],
         [ 52,  37,  42],
         [ 47,  32,  37]],

        [[ 88,  82,  86],
         [ 83,  77,  81],
         [ 75,  69,  74],
         ...,
         [ 53,  38,  43],
         [ 49,  34,  39],
         [ 45,  30,  35]],

        [[100,  94,  98],
         [100,  94,  98],
         [ 92,  86,  90],
         ...,
         [ 49,  34,  39],
         [ 45,  30,  35],
         [ 43,  28,  33]]], dtype=torch.uint8)",Male,w,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\carl_valentin\pic_23.jpeg
276,"tensor([[[209, 206, 195],
         [210, 206, 197],
         [204, 200, 191],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[204, 202, 190],
         [204, 202, 190],
         [205, 203, 191],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[203, 199, 188],
         [203, 199, 188],
         [204, 200, 189],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[ 74,  77,  94],
         [ 51,  53,  74],
         [ 64,  67,  86],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 64,  67,  84],
         [ 63,  66,  85],
         [ 73,  76,  93],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 54,  57,  74],
         [ 44,  47,  64],
         [ 53,  56,  73],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mette\pic_299.jpeg
277,"tensor([[[ 70,  51,  48],
         [ 70,  50,  49],
         [ 68,  49,  48],
         ...,
         [ 81,  69,  57],
         [ 87,  75,  64],
         [ 91,  78,  69]],

        [[ 72,  53,  48],
         [ 74,  55,  50],
         [ 69,  52,  49],
         ...,
         [ 85,  72,  62],
         [ 86,  73,  64],
         [ 87,  74,  66]],

        [[ 74,  55,  49],
         [ 77,  58,  52],
         [ 69,  53,  47],
         ...,
         [ 86,  73,  64],
         [ 83,  70,  61],
         [ 81,  68,  60]],

        ...,

        [[145, 137, 130],
         [151, 144, 137],
         [172, 165, 157],
         ...,
         [ 72,  69,  74],
         [ 70,  71,  76],
         [ 69,  72,  78]],

        [[208, 204, 197],
         [205, 202, 193],
         [212, 208, 199],
         ...,
         [ 71,  71,  76],
         [ 68,  73,  78],
         [ 67,  73,  79]],

        [[249, 249, 241],
         [253, 253, 244],
         [241, 239, 230],
         ...,
         [ 69,  73,  78],
         [ 66,  74,  79],
         [ 64,  75,  80]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\liselottblixt\pic_62.jpeg
278,"tensor([[[160, 148, 134],
         [160, 148, 134],
         [160, 148, 134],
         ...,
         [122, 112, 111],
         [121, 111, 110],
         [120, 110, 109]],

        [[160, 148, 134],
         [160, 148, 134],
         [161, 149, 135],
         ...,
         [121, 111, 110],
         [120, 110, 109],
         [120, 110, 109]],

        [[160, 148, 134],
         [159, 147, 133],
         [159, 147, 133],
         ...,
         [118, 108, 107],
         [120, 110, 108],
         [121, 111, 109]],

        ...,

        [[225, 195, 169],
         [231, 207, 176],
         [208, 184, 150],
         ...,
         [150, 150, 139],
         [152, 150, 142],
         [152, 154, 141]],

        [[237, 207, 184],
         [230, 194, 167],
         [228, 192, 160],
         ...,
         [150, 148, 137],
         [151, 149, 139],
         [152, 152, 140]],

        [[202, 170, 151],
         [220, 187, 166],
         [225, 192, 167],
         ...,
         [151, 149, 137],
         [151, 149, 137],
         [153, 154, 139]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\alexvanopslagh\pic_21.jpeg
279,"tensor([[[239, 253, 255],
         [238, 247, 252],
         [241, 247, 251],
         ...,
         [110, 124,  34],
         [155, 170,  77],
         [160, 175,  77]],

        [[227, 245, 251],
         [219, 233, 239],
         [222, 233, 238],
         ...,
         [180, 192, 109],
         [191, 204, 115],
         [138, 152,  55]],

        [[223, 245, 251],
         [214, 232, 239],
         [212, 225, 231],
         ...,
         [113, 120,  47],
         [168, 176,  97],
         [119, 130,  41]],

        ...,

        [[  4,  10,  36],
         [  6,  12,  38],
         [  0,   4,  29],
         ...,
         [ 15,  18,  26],
         [  0,   3,  10],
         [  0,   0,   5]],

        [[  2,   8,  34],
         [  2,   8,  34],
         [  0,   4,  28],
         ...,
         [  3,   6,  23],
         [  4,   7,  24],
         [  5,   7,  23]],

        [[  0,   2,  28],
         [  0,   2,  28],
         [  0,   4,  28],
         ...,
         [  3,   6,  23],
         [  4,   7,  24],
         [  4,   7,  24]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\sikandarsiddique_\pic_122.jpeg
280,"tensor([[[201, 185, 160],
         [199, 181, 157],
         [197, 179, 155],
         ...,
         [144, 123, 102],
         [140, 119,  98],
         [138, 117,  96]],

        [[204, 188, 163],
         [202, 184, 160],
         [200, 182, 158],
         ...,
         [142, 122, 100],
         [139, 118,  97],
         [139, 118,  97]],

        [[206, 190, 165],
         [204, 186, 162],
         [202, 184, 160],
         ...,
         [141, 121, 100],
         [139, 118,  97],
         [138, 117,  96]],

        ...,

        [[151, 128, 114],
         [152, 131, 116],
         [154, 135, 120],
         ...,
         [138, 124, 107],
         [137, 121, 105],
         [135, 119, 103]],

        [[150, 128, 114],
         [150, 130, 115],
         [153, 134, 119],
         ...,
         [138, 124, 107],
         [136, 120, 104],
         [136, 120, 104]],

        [[149, 127, 113],
         [147, 128, 113],
         [151, 133, 118],
         ...,
         [137, 124, 107],
         [136, 120, 104],
         [136, 120, 104]]], dtype=torch.uint8)",Male,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\katrinerobsoe\pic_28.jpeg
281,"tensor([[[207, 160, 211],
         [202, 173, 190],
         [189, 167, 180],
         ...,
         [130, 129, 124],
         [166, 160, 159],
         [165, 158, 162]],

        [[230, 190, 230],
         [206, 180, 195],
         [168, 149, 161],
         ...,
         [178, 175, 167],
         [164, 159, 158],
         [171, 166, 171]],

        [[201, 169, 191],
         [189, 163, 179],
         [164, 144, 157],
         ...,
         [139, 135, 131],
         [171, 166, 165],
         [152, 150, 151]],

        ...,

        [[162, 160, 125],
         [158, 159, 119],
         [147, 148, 106],
         ...,
         [104,  77, 100],
         [178, 158, 177],
         [190, 175, 191]],

        [[157, 148, 111],
         [138, 131,  90],
         [124, 117,  74],
         ...,
         [ 64,  34,  57],
         [ 74,  51,  71],
         [ 77,  59,  77]],

        [[102,  83,  50],
         [102,  84,  49],
         [ 98,  81,  44],
         ...,
         [104,  73,  96],
         [106,  81, 101],
         [ 93,  75,  91]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\karen.ellemann\pic_8.jpeg
282,"tensor([[[ 55,  73,  72],
         [ 54,  70,  69],
         [100, 112, 112],
         ...,
         [179, 124,  99],
         [210, 153, 129],
         [251, 191, 168]],

        [[ 54,  72,  71],
         [ 71,  87,  86],
         [107, 119, 120],
         ...,
         [216, 161, 133],
         [225, 167, 142],
         [235, 174, 151]],

        [[ 57,  75,  74],
         [ 49,  65,  64],
         [ 68,  80,  81],
         ...,
         [227, 176, 146],
         [231, 178, 151],
         [239, 185, 161]],

        ...,

        [[ 31,  60,  96],
         [ 59,  90, 129],
         [114, 147, 186],
         ...,
         [ 36,  53,  86],
         [ 24,  40,  75],
         [ 20,  43,  80]],

        [[ 30,  55,  91],
         [ 34,  61, 100],
         [ 84, 113, 153],
         ...,
         [ 30,  43,  77],
         [ 28,  41,  76],
         [ 20,  41,  82]],

        [[ 50,  71, 107],
         [ 27,  49,  89],
         [ 44,  69, 109],
         ...,
         [ 26,  40,  75],
         [ 25,  38,  73],
         [ 20,  41,  81]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\sikandarsiddique_\pic_102.jpeg
283,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [156, 160, 171],
         [156, 160, 171],
         [156, 160, 171]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [155, 159, 170],
         [155, 159, 170],
         [156, 160, 171]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [156, 160, 171],
         [155, 159, 170],
         [154, 158, 169]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 22,  26,  37],
         [ 22,  26,  37],
         [ 27,  31,  42]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 24,  31,  41],
         [ 30,  37,  47],
         [ 24,  31,  41]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 22,  29,  39],
         [ 13,  20,  30],
         [ 25,  32,  42]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\tommyahlers\pic_15.jpeg
284,"tensor([[[ 54,  18,   9],
         [ 50,  17,  10],
         [ 57,  28,  22],
         ...,
         [209, 183, 156],
         [212, 186, 161],
         [199, 175, 149]],

        [[ 53,  16,   6],
         [ 53,  21,  13],
         [ 59,  30,  24],
         ...,
         [207, 182, 155],
         [207, 184, 156],
         [196, 175, 146]],

        [[ 53,  15,   5],
         [ 54,  21,  12],
         [ 55,  24,  19],
         ...,
         [209, 184, 154],
         [204, 182, 151],
         [193, 172, 143]],

        ...,

        [[131, 113,  89],
         [126, 108,  84],
         [119, 100,  76],
         ...,
         [ 19,  19,  28],
         [ 24,  24,  34],
         [ 23,  23,  33]],

        [[139, 120,  95],
         [136, 119,  93],
         [133, 113,  88],
         ...,
         [ 32,  32,  41],
         [ 33,  33,  43],
         [ 29,  29,  39]],

        [[135, 115,  90],
         [139, 119,  94],
         [144, 122,  97],
         ...,
         [ 26,  26,  35],
         [ 27,  27,  36],
         [ 26,  26,  34]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mai_villadsen\pic_60.jpeg
285,"tensor([[[ 32,  31,   3],
         [ 33,  32,   4],
         [ 38,  35,   9],
         ...,
         [ 37,  37,  11],
         [ 44,  44,  19],
         [ 52,  52,  28]],

        [[ 34,  32,   5],
         [ 36,  34,   7],
         [ 42,  39,  13],
         ...,
         [ 43,  43,  17],
         [ 51,  51,  26],
         [ 61,  60,  36]],

        [[ 36,  34,   7],
         [ 41,  38,  12],
         [ 49,  45,  20],
         ...,
         [ 53,  51,  27],
         [ 60,  58,  34],
         [ 67,  65,  42]],

        ...,

        [[ 73,  69,  42],
         [ 68,  64,  38],
         [ 61,  58,  31],
         ...,
         [161, 140, 114],
         [152, 133, 106],
         [142, 125,  97]],

        [[ 64,  59,  33],
         [ 56,  52,  25],
         [ 47,  45,  20],
         ...,
         [164, 140, 115],
         [155, 133, 107],
         [145, 125,  99]],

        [[ 54,  50,  24],
         [ 43,  39,  13],
         [ 35,  33,   9],
         ...,
         [166, 139, 116],
         [157, 132, 109],
         [148, 125, 101]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mariebjerre.dk\pic_26.jpeg
286,"tensor([[[123, 160, 187],
         [108, 153, 177],
         [127, 160, 186],
         ...,
         [193, 212, 229],
         [188, 206, 226],
         [182, 200, 222]],

        [[138, 168, 194],
         [129, 165, 189],
         [152, 180, 202],
         ...,
         [189, 208, 226],
         [191, 209, 229],
         [189, 207, 229]],

        [[122, 157, 194],
         [125, 159, 204],
         [136, 170, 199],
         ...,
         [191, 209, 228],
         [190, 208, 228],
         [189, 207, 229]],

        ...,

        [[ 82, 142, 177],
         [ 74, 133, 169],
         [ 59, 118, 152],
         ...,
         [ 26,  74, 109],
         [ 58, 104, 142],
         [ 78, 121, 160]],

        [[ 83, 137, 169],
         [ 74, 133, 168],
         [ 63, 123, 157],
         ...,
         [ 62, 105, 141],
         [ 36,  78, 118],
         [ 78, 115, 159]],

        [[102, 147, 175],
         [ 81, 134, 165],
         [ 63, 117, 149],
         ...,
         [113, 144, 183],
         [ 47,  80, 121],
         [ 67,  99, 142]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\fugledemads\pic_19.jpeg
287,"tensor([[[194, 156, 105],
         [193, 161, 105],
         [190, 156, 103],
         ...,
         [ 68,  35,   7],
         [ 77,  48,   7],
         [114,  81,  37]],

        [[191, 158, 112],
         [185, 155, 108],
         [180, 147, 102],
         ...,
         [ 42,  11,   0],
         [ 59,  28,   6],
         [ 80,  46,  16]],

        [[151, 122,  72],
         [143, 109,  61],
         [145, 107,  59],
         ...,
         [ 58,  21,   5],
         [ 54,  26,  12],
         [ 62,  28,  12]],

        ...,

        [[ 59,  41,  20],
         [ 68,  52,  32],
         [ 59,  39,  14],
         ...,
         [205, 173, 114],
         [202, 166, 106],
         [175, 140,  75]],

        [[ 52,  33,   2],
         [ 66,  50,  16],
         [ 62,  42,  17],
         ...,
         [132, 101,  37],
         [223, 188, 124],
         [206, 170, 104]],

        [[ 54,  32,   1],
         [ 73,  54,  20],
         [ 61,  41,  13],
         ...,
         [175, 144,  77],
         [177, 143,  74],
         [191, 156,  87]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\carl_valentin\pic_8.jpeg
288,"tensor([[[197, 164, 144],
         [202, 167, 147],
         [207, 170, 150],
         ...,
         [241, 188, 105],
         [239, 185,  98],
         [236, 182,  91]],

        [[200, 166, 147],
         [203, 167, 148],
         [209, 170, 151],
         ...,
         [241, 188, 107],
         [238, 185,  99],
         [236, 182,  93]],

        [[202, 168, 149],
         [204, 167, 148],
         [209, 170, 151],
         ...,
         [240, 188, 108],
         [238, 185, 101],
         [236, 183,  95]],

        ...,

        [[ 54,  34,  31],
         [ 53,  30,  28],
         [ 51,  27,  25],
         ...,
         [224, 197, 134],
         [224, 194, 128],
         [220, 187, 117]],

        [[ 57,  36,  33],
         [ 54,  32,  29],
         [ 52,  28,  25],
         ...,
         [229, 203, 141],
         [228, 199, 133],
         [224, 191, 122]],

        [[ 60,  39,  35],
         [ 56,  34,  30],
         [ 52,  28,  25],
         ...,
         [230, 204, 145],
         [229, 201, 137],
         [226, 194, 126]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bertel.haarder\pic_9.jpeg
289,"tensor([[[214, 170, 152],
         [213, 171, 154],
         [221, 181, 164],
         ...,
         [ 34,  33,   5],
         [ 29,  28,   2],
         [ 29,  28,   3]],

        [[215, 171, 153],
         [217, 175, 158],
         [226, 185, 168],
         ...,
         [ 39,  38,  11],
         [ 32,  31,   5],
         [ 28,  27,   2]],

        [[216, 173, 155],
         [222, 179, 162],
         [231, 189, 172],
         ...,
         [ 45,  44,  17],
         [ 35,  34,   8],
         [ 27,  26,   1]],

        ...,

        [[200, 175, 160],
         [202, 181, 168],
         [205, 187, 175],
         ...,
         [ 81,  89,  98],
         [ 78,  86,  95],
         [ 75,  83,  92]],

        [[194, 168, 154],
         [189, 166, 154],
         [192, 172, 161],
         ...,
         [ 84,  91, 101],
         [ 63,  70,  79],
         [ 41,  48,  56]],

        [[190, 163, 149],
         [182, 158, 146],
         [183, 161, 151],
         ...,
         [ 64,  71,  81],
         [ 46,  53,  61],
         [ 26,  33,  41]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\lars_chr_lilleholt\pic_12.jpeg
290,"tensor([[[163, 147, 119],
         [158, 144, 114],
         [155, 143, 113],
         ...,
         [201, 176, 135],
         [201, 176, 135],
         [200, 175, 134]],

        [[162, 146, 118],
         [161, 147, 118],
         [158, 147, 119],
         ...,
         [201, 176, 135],
         [201, 176, 135],
         [200, 175, 134]],

        [[161, 145, 118],
         [164, 151, 123],
         [158, 148, 121],
         ...,
         [201, 176, 135],
         [201, 176, 135],
         [200, 175, 134]],

        ...,

        [[167, 143, 109],
         [166, 142, 108],
         [166, 142, 108],
         ...,
         [ 70,  57,  43],
         [ 73,  58,  43],
         [ 72,  57,  40]],

        [[167, 143, 109],
         [166, 142, 108],
         [166, 142, 108],
         ...,
         [ 58,  53,  46],
         [ 74,  67,  59],
         [ 87,  79,  71]],

        [[165, 141, 106],
         [168, 144, 108],
         [167, 143, 107],
         ...,
         [ 53,  54,  54],
         [ 45,  45,  44],
         [ 35,  33,  32]]], dtype=torch.uint8)",Male,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mette\pic_93.jpeg
291,"tensor([[[100,  80,  69],
         [120,  98,  85],
         [115,  93,  80],
         ...,
         [189, 177, 155],
         [180, 169, 150],
         [164, 153, 135]],

        [[105,  86,  71],
         [115,  96,  81],
         [106,  85,  71],
         ...,
         [190, 178, 155],
         [169, 158, 139],
         [157, 145, 129]],

        [[102,  83,  69],
         [112,  93,  79],
         [103,  82,  69],
         ...,
         [191, 178, 157],
         [158, 147, 130],
         [139, 129, 113]],

        ...,

        [[ 71,  77,  73],
         [ 69,  74,  70],
         [ 64,  69,  63],
         ...,
         [ 75,  97, 120],
         [ 75,  95, 111],
         [103, 120, 127]],

        [[ 67,  73,  69],
         [ 71,  76,  72],
         [ 63,  68,  62],
         ...,
         [ 74,  97, 122],
         [ 80, 101, 118],
         [103, 120, 127]],

        [[ 69,  75,  71],
         [ 65,  70,  66],
         [ 60,  65,  59],
         ...,
         [ 56,  78,  99],
         [107, 126, 143],
         [132, 150, 161]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mai_villadsen\pic_70.jpeg
292,"tensor([[[225, 211, 180],
         [224, 212, 174],
         [224, 216, 177],
         ...,
         [157, 140, 119],
         [196, 180, 159],
         [163, 150, 133]],

        [[225, 211, 181],
         [224, 212, 174],
         [220, 215, 175],
         ...,
         [157, 137, 116],
         [175, 156, 136],
         [154, 140, 124]],

        [[231, 217, 187],
         [228, 216, 178],
         [225, 219, 179],
         ...,
         [180, 160, 139],
         [157, 137, 117],
         [121, 105,  86]],

        ...,

        [[162, 133, 101],
         [153, 124,  92],
         [173, 144, 112],
         ...,
         [ 82,  49,  18],
         [ 86,  53,  22],
         [ 80,  47,  16]],

        [[176, 147, 114],
         [185, 156, 123],
         [170, 141, 108],
         ...,
         [ 83,  48,  18],
         [ 95,  62,  31],
         [ 89,  56,  25]],

        [[169, 140, 107],
         [153, 124,  91],
         [162, 133, 100],
         ...,
         [ 92,  55,  26],
         [ 84,  51,  20],
         [ 96,  65,  34]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\astridcaroe\pic_8.jpeg
293,"tensor([[[79, 85, 88],
         [81, 85, 88],
         [83, 85, 87],
         ...,
         [44, 44, 32],
         [54, 54, 41],
         [61, 62, 48]],

        [[77, 85, 88],
         [81, 85, 88],
         [84, 85, 89],
         ...,
         [40, 40, 29],
         [44, 44, 32],
         [49, 49, 36]],

        [[77, 84, 87],
         [82, 85, 89],
         [85, 86, 90],
         ...,
         [38, 38, 27],
         [37, 37, 26],
         [38, 38, 26]],

        ...,

        [[29, 25, 21],
         [42, 38, 32],
         [60, 57, 48],
         ...,
         [60, 47, 31],
         [60, 49, 32],
         [57, 48, 30]],

        [[30, 25, 20],
         [47, 42, 35],
         [69, 64, 54],
         ...,
         [61, 48, 32],
         [62, 50, 34],
         [59, 50, 33]],

        [[31, 25, 19],
         [52, 46, 38],
         [76, 70, 60],
         ...,
         [59, 46, 30],
         [63, 51, 35],
         [66, 56, 39]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\kristianthulesendahl\pic_56.jpeg
294,"tensor([[[ 45,  12,   2],
         [ 46,  12,   2],
         [ 49,  14,   5],
         ...,
         [  1,   2,   3],
         [  0,   1,   1],
         [  4,   5,   4]],

        [[ 51,  17,   3],
         [ 47,  13,   2],
         [ 43,   9,   1],
         ...,
         [  3,   3,   2],
         [  2,   3,   1],
         [  5,   4,   1]],

        [[ 57,  22,   3],
         [ 57,  20,   3],
         [ 58,  23,   9],
         ...,
         [  8,   7,   4],
         [ 10,  10,   5],
         [ 10,   8,   4]],

        ...,

        [[156, 119,  73],
         [154, 117,  75],
         [150, 116,  79],
         ...,
         [ 40,  23,  27],
         [ 24,  16,  20],
         [ 20,  11,  12]],

        [[157, 120,  76],
         [153, 118,  79],
         [148, 115,  82],
         ...,
         [ 32,  19,  31],
         [ 24,  17,  25],
         [ 18,   8,  14]],

        [[153, 119,  75],
         [151, 118,  80],
         [141, 112,  81],
         ...,
         [ 12,   5,  21],
         [ 15,   9,  21],
         [ 17,   8,  18]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\jacobmarkfolketinget\pic_161.jpeg
295,"tensor([[[ 38,  42,  53],
         [ 37,  44,  52],
         [ 42,  49,  57],
         ...,
         [ 42,  47,  51],
         [ 38,  43,  47],
         [ 46,  51,  55]],

        [[ 39,  43,  54],
         [ 42,  49,  57],
         [ 41,  48,  56],
         ...,
         [ 49,  54,  58],
         [ 40,  45,  49],
         [ 38,  43,  47]],

        [[ 39,  43,  54],
         [ 42,  49,  57],
         [ 41,  48,  56],
         ...,
         [ 38,  43,  47],
         [ 42,  47,  51],
         [ 41,  46,  50]],

        ...,

        [[155, 123,  85],
         [187, 157, 119],
         [173, 144, 104],
         ...,
         [240,  65,  67],
         [212, 240, 244],
         [237, 212, 225]],

        [[148, 116,  78],
         [182, 152, 114],
         [155, 126,  86],
         ...,
         [228,  74,  75],
         [205, 233, 239],
         [232, 192, 201]],

        [[163, 131,  93],
         [171, 141, 103],
         [169, 140, 100],
         ...,
         [220,  98,  98],
         [211, 239, 250],
         [234, 161, 166]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\anehalsboe\pic_37.jpeg
296,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [122, 148, 168],
         [120, 147, 169],
         [117, 146, 170]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [123, 148, 169],
         [121, 148, 170],
         [118, 147, 171]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [123, 148, 169],
         [121, 148, 170],
         [118, 147, 171]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [135, 164, 180],
         [135, 164, 180],
         [132, 163, 178]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [137, 166, 182],
         [136, 165, 181],
         [134, 165, 180]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [137, 166, 182],
         [135, 164, 180],
         [134, 163, 179]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\troelsravn1\pic_6.jpeg
297,"tensor([[[184, 184, 184],
         [183, 183, 183],
         [185, 185, 185],
         ...,
         [198, 198, 198],
         [198, 198, 198],
         [198, 198, 198]],

        [[183, 183, 183],
         [186, 186, 186],
         [189, 189, 189],
         ...,
         [198, 198, 198],
         [198, 198, 198],
         [198, 198, 198]],

        [[178, 178, 178],
         [185, 185, 185],
         [190, 190, 190],
         ...,
         [199, 199, 199],
         [199, 199, 199],
         [198, 198, 198]],

        ...,

        [[ 75,  75,  75],
         [ 76,  76,  76],
         [ 74,  74,  74],
         ...,
         [123, 123, 123],
         [126, 126, 126],
         [128, 128, 128]],

        [[ 77,  77,  77],
         [ 76,  76,  76],
         [ 72,  72,  72],
         ...,
         [128, 128, 128],
         [130, 130, 130],
         [130, 130, 130]],

        [[ 74,  74,  74],
         [ 72,  72,  72],
         [ 69,  69,  69],
         ...,
         [132, 132, 132],
         [132, 132, 132],
         [131, 131, 131]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\nielsflemming_kons\pic_5.jpeg
